Year,Round,Pick,Player,Team,Week,Wins,Games_Played,Week_Type
2017,1,3,Dan,Steelers,8,6,8,RegSsn
2017,1,3,Dan,Steelers,9,6,8,Bye Week
2017,1,3,Dan,Steelers,10,7,9,RegSsn
2017,1,3,Dan,Steelers,11,8,10,RegSsn
2017,1,3,Dan,Steelers,12,9,11,RegSsn
2017,1,3,Dan,Steelers,13,10,12,RegSsn
2017,1,3,Dan,Steelers,14,11,13,RegSsn
2017,1,3,Dan,Steelers,15,11,14,RegSsn
2017,1,3,Dan,Steelers,16,12,15,RegSsn
2017,1,3,Dan,Steelers,17,13,16,RegSsn
2017,1,3,Dan,Steelers,Division,13,17,Playoffs
2017,1,4,JP,Packers,1,1,1,RegSsn
2017,1,4,JP,Packers,2,1,2,RegSsn
2017,1,4,JP,Packers,3,2,3,RegSsn
2017,1,4,JP,Packers,4,3,4,RegSsn
2017,1,4,JP,Packers,5,4,5,RegSsn
2017,1,4,JP,Packers,6,4,6,RegSsn
2017,1,4,JP,Packers,7,4,7,RegSsn
2017,1,4,JP,Packers,8,4,7,Bye Week
2017,1,4,JP,Packers,9,4,8,RegSsn
2017,1,4,JP,Packers,10,5,9,RegSsn
2017,1,4,JP,Packers,11,5,10,RegSsn
2017,1,4,JP,Packers,12,5,11,RegSsn
2017,1,4,JP,Packers,13,6,12,RegSsn
2017,1,4,JP,Packers,14,7,13,RegSsn
2017,1,4,JP,Packers,15,7,14,RegSsn
2017,1,4,JP,Packers,16,7,15,RegSsn
2017,1,4,JP,Packers,17,7,16,RegSsn
2017,1,5,Jackson,Falcons,1,1,1,RegSsn
2017,1,5,Jackson,Falcons,2,2,2,RegSsn
2017,1,5,Jackson,Falcons,3,3,3,RegSsn
2017,1,5,Jackson,Falcons,4,3,4,RegSsn
2017,1,5,Jackson,Falcons,5,3,4,Bye Week
2017,1,5,Jackson,Falcons,6,3,5,RegSsn
2017,1,5,Jackson,Falcons,7,3,6,RegSsn
2017,1,5,Jackson,Falcons,8,4,7,RegSsn
2017,1,5,Jackson,Falcons,9,4,8,RegSsn
2017,1,5,Jackson,Falcons,10,5,9,RegSsn
2017,1,5,Jackson,Falcons,11,6,10,RegSsn
2017,1,5,Jackson,Falcons,12,7,11,RegSsn
2017,1,5,Jackson,Falcons,13,7,12,RegSsn
2017,1,5,Jackson,Falcons,14,8,13,RegSsn
2017,1,5,Jackson,Falcons,15,9,14,RegSsn
2017,1,5,Jackson,Falcons,16,9,15,RegSsn
2017,1,5,Jackson,Falcons,17,10,16,RegSsn
2017,1,5,Jackson,Falcons,Wild Card,11,17,Playoffs
2017,1,5,Jackson,Falcons,Division,11,18,Playoffs
2017,1,6,Jordan,Raiders,1,1,1,RegSsn
2017,1,6,Jordan,Raiders,2,2,2,RegSsn
2017,1,6,Jordan,Raiders,3,2,3,RegSsn
2017,1,6,Jordan,Raiders,4,2,4,RegSsn
2017,1,6,Jordan,Raiders,5,2,5,RegSsn
2017,1,6,Jordan,Raiders,6,2,6,RegSsn
2017,1,6,Jordan,Raiders,7,3,7,RegSsn
2017,1,6,Jordan,Raiders,8,3,8,RegSsn
2017,1,6,Jordan,Raiders,10,4,9,Bye Week
2017,1,6,Jordan,Raiders,9,4,9,RegSsn
2017,1,6,Jordan,Raiders,11,4,10,RegSsn
2017,1,6,Jordan,Raiders,12,5,11,RegSsn
2017,1,6,Jordan,Raiders,13,6,12,RegSsn
2017,1,6,Jordan,Raiders,14,6,13,RegSsn
2017,1,6,Jordan,Raiders,15,6,14,RegSsn
2017,1,6,Jordan,Raiders,16,6,15,RegSsn
2017,1,6,Jordan,Raiders,17,6,16,RegSsn
2017,1,7,Brandon,Cowboys,1,1,1,RegSsn
2017,1,7,Brandon,Cowboys,2,1,2,RegSsn
2017,1,7,Brandon,Cowboys,3,2,3,RegSsn
2017,1,7,Brandon,Cowboys,4,2,4,RegSsn
2017,1,7,Brandon,Cowboys,5,2,5,RegSsn
2017,1,7,Brandon,Cowboys,6,2,5,Bye Week
2017,1,7,Brandon,Cowboys,7,3,6,RegSsn
2017,1,7,Brandon,Cowboys,8,4,7,RegSsn
2017,1,7,Brandon,Cowboys,9,5,8,RegSsn
2017,1,7,Brandon,Cowboys,10,5,9,RegSsn
2017,1,7,Brandon,Cowboys,11,5,10,RegSsn
2017,1,7,Brandon,Cowboys,12,5,11,RegSsn
2017,1,7,Brandon,Cowboys,13,6,12,RegSsn
2017,1,7,Brandon,Cowboys,14,7,13,RegSsn
2017,1,7,Brandon,Cowboys,15,8,14,RegSsn
2017,1,7,Brandon,Cowboys,16,8,15,RegSsn
2017,1,7,Brandon,Cowboys,17,9,16,RegSsn
2017,2,8,Brandon,Panthers,1,1,1,RegSsn
2017,2,8,Brandon,Panthers,2,2,2,RegSsn
2017,2,8,Brandon,Panthers,3,2,3,RegSsn
2017,2,8,Brandon,Panthers,4,3,4,RegSsn
2017,2,8,Brandon,Panthers,5,4,5,RegSsn
2017,2,8,Brandon,Panthers,6,4,6,RegSsn
2017,2,8,Brandon,Panthers,7,4,7,RegSsn
2017,2,8,Brandon,Panthers,8,5,8,RegSsn
2017,2,8,Brandon,Panthers,9,6,9,RegSsn
2017,2,8,Brandon,Panthers,10,7,10,RegSsn
2017,2,8,Brandon,Panthers,11,7,10,Bye Week
2017,2,8,Brandon,Panthers,12,8,11,RegSsn
2017,2,8,Brandon,Panthers,13,8,12,RegSsn
2017,2,8,Brandon,Panthers,14,9,13,RegSsn
2017,2,8,Brandon,Panthers,15,10,14,RegSsn
2017,2,8,Brandon,Panthers,16,11,15,RegSsn
2017,2,8,Brandon,Panthers,17,11,16,RegSsn
2017,2,8,Brandon,Panthers,Wild Card,11,17,Playoffs
2017,2,9,Jordan,Texans,1,0,1,RegSsn
2017,2,9,Jordan,Texans,2,1,2,RegSsn
2017,2,9,Jordan,Texans,3,1,3,RegSsn
2017,2,9,Jordan,Texans,4,2,4,RegSsn
2017,2,9,Jordan,Texans,5,2,5,RegSsn
2017,2,9,Jordan,Texans,6,3,6,RegSsn
2017,2,9,Jordan,Texans,7,3,6,Bye Week
2017,2,9,Jordan,Texans,8,3,7,RegSsn
2017,2,9,Jordan,Texans,9,3,8,RegSsn
2017,2,9,Jordan,Texans,10,3,9,RegSsn
2017,2,9,Jordan,Texans,11,4,10,RegSsn
2017,2,9,Jordan,Texans,12,4,11,RegSsn
2017,2,9,Jordan,Texans,13,4,12,RegSsn
2017,2,9,Jordan,Texans,14,4,13,RegSsn
2017,2,9,Jordan,Texans,15,4,14,RegSsn
2017,2,9,Jordan,Texans,16,4,15,RegSsn
2017,2,9,Jordan,Texans,17,4,16,RegSsn
2017,2,10,Jackson,Chiefs,1,1,1,RegSsn
2017,2,10,Jackson,Chiefs,2,2,2,RegSsn
2017,2,10,Jackson,Chiefs,3,3,3,RegSsn
2017,2,10,Jackson,Chiefs,4,4,4,RegSsn
2017,2,10,Jackson,Chiefs,5,5,5,RegSsn
2017,2,10,Jackson,Chiefs,6,5,6,RegSsn
2017,2,10,Jackson,Chiefs,7,5,7,RegSsn
2017,2,10,Jackson,Chiefs,8,6,8,RegSsn
2017,2,10,Jackson,Chiefs,10,6,9,Bye Week
2017,2,10,Jackson,Chiefs,9,6,9,RegSsn
2017,2,10,Jackson,Chiefs,11,6,10,RegSsn
2017,2,10,Jackson,Chiefs,12,6,11,RegSsn
2017,2,10,Jackson,Chiefs,13,6,12,RegSsn
2017,2,10,Jackson,Chiefs,14,7,13,RegSsn
2017,2,10,Jackson,Chiefs,15,8,14,RegSsn
2017,2,10,Jackson,Chiefs,16,9,15,RegSsn
2017,2,10,Jackson,Chiefs,17,10,16,RegSsn
2017,2,10,Jackson,Chiefs,Wild Card,10,17,Playoffs
2017,2,11,JP,Buccaneers,2,1,1,RegSsn
2017,2,11,JP,Buccaneers,3,1,2,RegSsn
2017,2,11,JP,Buccaneers,4,2,3,RegSsn
2017,2,11,JP,Buccaneers,5,2,4,RegSsn
2017,2,11,JP,Buccaneers,6,2,5,RegSsn
2017,2,11,JP,Buccaneers,7,2,6,RegSsn
2017,2,11,JP,Buccaneers,8,2,7,RegSsn
2017,2,11,JP,Buccaneers,9,2,8,RegSsn
2017,2,11,JP,Buccaneers,10,3,9,RegSsn
2017,2,11,JP,Buccaneers,11,4,10,RegSsn
2017,2,11,JP,Buccaneers,12,4,11,RegSsn
2017,2,11,JP,Buccaneers,13,4,12,RegSsn
2017,2,11,JP,Buccaneers,14,4,13,RegSsn
2017,2,11,JP,Buccaneers,15,4,14,RegSsn
2017,2,11,JP,Buccaneers,16,4,15,RegSsn
2017,2,11,JP,Buccaneers,17,5,16,RegSsn
2017,2,12,Dan,Cardinals,1,0,1,RegSsn
2017,2,12,Dan,Cardinals,2,1,2,RegSsn
2017,2,12,Dan,Cardinals,3,1,3,RegSsn
2017,2,12,Dan,Cardinals,4,2,4,RegSsn
2017,2,12,Dan,Cardinals,5,2,5,RegSsn
2017,2,12,Dan,Cardinals,6,3,6,RegSsn
2017,2,12,Dan,Cardinals,7,3,7,RegSsn
2017,2,12,Dan,Cardinals,8,3,7,Bye Week
2017,2,12,Dan,Cardinals,9,4,8,RegSsn
2017,2,12,Dan,Cardinals,10,4,9,RegSsn
2017,2,12,Dan,Cardinals,11,4,10,RegSsn
2017,2,12,Dan,Cardinals,12,5,11,RegSsn
2017,2,12,Dan,Cardinals,13,5,12,RegSsn
2017,2,12,Dan,Cardinals,14,6,13,RegSsn
2017,2,12,Dan,Cardinals,15,6,14,RegSsn
2017,2,12,Dan,Cardinals,16,7,15,RegSsn
2017,2,12,Dan,Cardinals,17,8,16,RegSsn
2017,2,13,Mike,Ravens,1,1,1,RegSsn
2017,2,13,Mike,Ravens,2,2,2,RegSsn
2017,2,13,Mike,Ravens,3,2,3,RegSsn
2017,2,13,Mike,Ravens,4,2,4,RegSsn
2017,2,13,Mike,Ravens,5,3,5,RegSsn
2017,2,13,Mike,Ravens,6,3,6,RegSsn
2017,2,13,Mike,Ravens,7,3,7,RegSsn
2017,2,13,Mike,Ravens,8,4,8,RegSsn
2017,2,13,Mike,Ravens,10,4,9,Bye Week
2017,2,13,Mike,Ravens,9,4,9,RegSsn
2017,2,13,Mike,Ravens,11,5,10,RegSsn
2017,2,13,Mike,Ravens,12,6,11,RegSsn
2017,2,13,Mike,Ravens,13,7,12,RegSsn
2017,2,13,Mike,Ravens,14,7,13,RegSsn
2017,2,13,Mike,Ravens,15,8,14,RegSsn
2017,2,13,Mike,Ravens,16,9,15,RegSsn
2017,2,13,Mike,Ravens,17,9,16,RegSsn
2017,2,14,Alex,Titans,1,0,1,RegSsn
2017,2,14,Alex,Titans,2,1,2,RegSsn
2017,2,14,Alex,Titans,3,2,3,RegSsn
2017,2,14,Alex,Titans,4,2,4,RegSsn
2017,2,14,Alex,Titans,5,2,5,RegSsn
2017,2,14,Alex,Titans,6,3,6,RegSsn
2017,2,14,Alex,Titans,7,4,7,RegSsn
2017,2,14,Alex,Titans,8,4,7,Bye Week
2017,2,14,Alex,Titans,9,5,8,RegSsn
2017,2,14,Alex,Titans,10,6,9,RegSsn
2017,2,14,Alex,Titans,11,6,10,RegSsn
2017,2,14,Alex,Titans,12,7,11,RegSsn
2017,2,14,Alex,Titans,13,8,12,RegSsn
2017,2,14,Alex,Titans,14,8,13,RegSsn
2017,2,14,Alex,Titans,15,8,14,RegSsn
2017,2,14,Alex,Titans,16,8,15,RegSsn
2017,2,14,Alex,Titans,17,9,16,RegSsn
2017,2,14,Alex,Titans,Wild Card,10,17,Playoffs
2017,2,14,Alex,Titans,Division,10,18,Playoffs
2017,3,15,Alex,Giants,1,0,1,RegSsn
2017,3,15,Alex,Giants,2,0,2,RegSsn
2017,3,15,Alex,Giants,3,0,3,RegSsn
2017,3,15,Alex,Giants,4,0,4,RegSsn
2017,3,15,Alex,Giants,5,0,5,RegSsn
2017,3,15,Alex,Giants,6,1,6,RegSsn
2017,3,15,Alex,Giants,7,1,7,RegSsn
2017,3,15,Alex,Giants,8,1,7,Bye Week
2017,3,15,Alex,Giants,9,1,8,RegSsn
2017,3,15,Alex,Giants,10,1,9,RegSsn
2017,3,15,Alex,Giants,11,2,10,RegSsn
2017,3,15,Alex,Giants,12,2,11,RegSsn
2017,3,15,Alex,Giants,13,2,12,RegSsn
2017,3,15,Alex,Giants,14,2,13,RegSsn
2017,3,15,Alex,Giants,15,2,14,RegSsn
2017,3,15,Alex,Giants,16,2,15,RegSsn
2017,3,15,Alex,Giants,17,3,16,RegSsn
2017,3,16,Mike,Dolphins,2,1,1,RegSsn
2017,3,16,Mike,Dolphins,3,1,2,RegSsn
2017,3,16,Mike,Dolphins,4,1,3,RegSsn
2017,3,16,Mike,Dolphins,5,2,4,RegSsn
2017,3,16,Mike,Dolphins,6,3,5,RegSsn
2017,3,16,Mike,Dolphins,7,4,6,RegSsn
2017,3,16,Mike,Dolphins,8,4,7,RegSsn
2017,3,16,Mike,Dolphins,9,4,8,RegSsn
2017,3,16,Mike,Dolphins,10,4,9,RegSsn
2017,3,16,Mike,Dolphins,11,4,10,RegSsn
2017,3,16,Mike,Dolphins,12,4,11,RegSsn
2017,3,16,Mike,Dolphins,13,5,12,RegSsn
2017,3,16,Mike,Dolphins,14,6,13,RegSsn
2017,3,16,Mike,Dolphins,15,6,14,RegSsn
2017,3,16,Mike,Dolphins,16,6,15,RegSsn
2017,3,16,Mike,Dolphins,17,6,16,RegSsn
2017,3,17,Dan,Saints,1,0,1,RegSsn
2017,3,17,Dan,Saints,2,0,2,RegSsn
2017,3,17,Dan,Saints,3,1,3,RegSsn
2017,3,17,Dan,Saints,4,2,4,RegSsn
2017,3,17,Dan,Saints,5,2,4,Bye Week
2017,3,17,Dan,Saints,6,3,5,RegSsn
2017,3,17,Dan,Saints,7,4,6,RegSsn
2017,3,17,Dan,Saints,8,5,7,RegSsn
2017,3,17,Dan,Saints,9,6,8,RegSsn
2017,3,17,Dan,Saints,10,7,9,RegSsn
2017,3,17,Dan,Saints,11,8,10,RegSsn
2017,3,17,Dan,Saints,12,8,11,RegSsn
2017,3,17,Dan,Saints,13,9,12,RegSsn
2017,3,17,Dan,Saints,14,9,13,RegSsn
2017,3,17,Dan,Saints,15,10,14,RegSsn
2017,3,17,Dan,Saints,16,11,15,RegSsn
2017,3,17,Dan,Saints,17,11,16,RegSsn
2017,3,17,Dan,Saints,Wild Card,12,17,Playoffs
2017,3,17,Dan,Saints,Division,12,18,Playoffs
2017,3,18,JP,Vikings,1,1,1,RegSsn
2017,3,18,JP,Vikings,2,1,2,RegSsn
2017,3,18,JP,Vikings,3,2,3,RegSsn
2017,3,18,JP,Vikings,4,2,4,RegSsn
2017,3,18,JP,Vikings,5,3,5,RegSsn
2017,3,18,JP,Vikings,6,4,6,RegSsn
2017,3,18,JP,Vikings,7,5,7,RegSsn
2017,3,18,JP,Vikings,8,6,8,RegSsn
2017,3,18,JP,Vikings,9,6,8,Bye Week
2017,3,18,JP,Vikings,10,7,9,RegSsn
2017,3,18,JP,Vikings,11,8,10,RegSsn
2017,3,18,JP,Vikings,12,9,11,RegSsn
2017,3,18,JP,Vikings,13,10,12,RegSsn
2017,3,18,JP,Vikings,14,10,13,RegSsn
2017,3,18,JP,Vikings,15,11,14,RegSsn
2017,3,18,JP,Vikings,16,12,15,RegSsn
2017,3,18,JP,Vikings,17,13,16,RegSsn
2017,3,18,JP,Vikings,Division,14,17,Playoffs
2017,3,18,JP,Vikings,Conf. Champ.,14,18,Playoffs
2017,3,19,Jackson,Broncos,1,1,1,RegSsn
2017,3,19,Jackson,Broncos,2,2,2,RegSsn
2017,3,19,Jackson,Broncos,3,2,3,RegSsn
2017,3,19,Jackson,Broncos,4,3,4,RegSsn
2017,3,19,Jackson,Broncos,5,3,4,Bye Week
2017,3,19,Jackson,Broncos,6,3,5,RegSsn
2017,3,19,Jackson,Broncos,7,3,6,RegSsn
2017,3,19,Jackson,Broncos,8,3,7,RegSsn
2017,3,19,Jackson,Broncos,9,3,8,RegSsn
2017,3,19,Jackson,Broncos,10,3,9,RegSsn
2017,3,19,Jackson,Broncos,11,3,10,RegSsn
2017,3,19,Jackson,Broncos,12,3,11,RegSsn
2017,3,19,Jackson,Broncos,13,3,12,RegSsn
2017,3,19,Jackson,Broncos,14,4,13,RegSsn
2017,3,19,Jackson,Broncos,15,5,14,RegSsn
2017,3,19,Jackson,Broncos,16,5,15,RegSsn
2017,3,19,Jackson,Broncos,17,5,16,RegSsn
2017,3,20,Jordan,Bengals,1,0,1,RegSsn
2017,3,20,Jordan,Bengals,2,0,2,RegSsn
2017,3,20,Jordan,Bengals,3,0,3,RegSsn
2017,3,20,Jordan,Bengals,4,1,4,RegSsn
2017,3,20,Jordan,Bengals,5,2,5,RegSsn
2017,3,20,Jordan,Bengals,6,2,5,Bye Week
2017,3,20,Jordan,Bengals,7,2,6,RegSsn
2017,3,20,Jordan,Bengals,8,3,7,RegSsn
2017,3,20,Jordan,Bengals,9,3,8,RegSsn
2017,3,20,Jordan,Bengals,10,3,9,RegSsn
2017,3,20,Jordan,Bengals,11,4,10,RegSsn
2017,3,20,Jordan,Bengals,12,5,11,RegSsn
2017,3,20,Jordan,Bengals,13,5,12,RegSsn
2017,3,20,Jordan,Bengals,14,5,13,RegSsn
2017,3,20,Jordan,Bengals,15,5,14,RegSsn
2017,3,20,Jordan,Bengals,16,6,15,RegSsn
2017,3,20,Jordan,Bengals,17,7,16,RegSsn
2017,3,21,Brandon,Chargers,1,0,1,RegSsn
2017,3,21,Brandon,Chargers,2,0,2,RegSsn
2017,3,21,Brandon,Chargers,3,0,3,RegSsn
2017,3,21,Brandon,Chargers,4,0,4,RegSsn
2017,3,21,Brandon,Chargers,5,1,5,RegSsn
2017,3,21,Brandon,Chargers,6,2,6,RegSsn
2017,3,21,Brandon,Chargers,7,3,7,RegSsn
2017,3,21,Brandon,Chargers,8,3,8,RegSsn
2017,3,21,Brandon,Chargers,9,3,8,Bye Week
2017,3,21,Brandon,Chargers,10,3,9,RegSsn
2017,3,21,Brandon,Chargers,11,4,10,RegSsn
2017,3,21,Brandon,Chargers,12,5,11,RegSsn
2017,3,21,Brandon,Chargers,13,6,12,RegSsn
2017,3,21,Brandon,Chargers,14,7,13,RegSsn
2017,3,21,Brandon,Chargers,15,7,14,RegSsn
2017,3,21,Brandon,Chargers,16,8,15,RegSsn
2017,3,21,Brandon,Chargers,17,9,16,RegSsn
2017,4,23,Jordan,Lions,1,1,1,RegSsn
2017,4,23,Jordan,Lions,2,2,2,RegSsn
2017,4,23,Jordan,Lions,3,2,3,RegSsn
2017,4,23,Jordan,Lions,4,3,4,RegSsn
2017,4,23,Jordan,Lions,5,3,5,RegSsn
2017,4,23,Jordan,Lions,6,3,6,RegSsn
2017,4,23,Jordan,Lions,7,3,6,Bye Week
2017,4,23,Jordan,Lions,8,3,7,RegSsn
2017,4,23,Jordan,Lions,9,4,8,RegSsn
2017,4,23,Jordan,Lions,10,5,9,RegSsn
2017,4,23,Jordan,Lions,11,6,10,RegSsn
2017,4,23,Jordan,Lions,12,6,11,RegSsn
2017,4,23,Jordan,Lions,13,6,12,RegSsn
2017,4,23,Jordan,Lions,14,7,13,RegSsn
2017,4,23,Jordan,Lions,15,8,14,RegSsn
2017,4,23,Jordan,Lions,16,8,15,RegSsn
2017,4,23,Jordan,Lions,17,9,16,RegSsn
2017,4,24,Jackson,Eagles,1,1,1,RegSsn
2017,4,24,Jackson,Eagles,2,1,2,RegSsn
2017,4,24,Jackson,Eagles,3,2,3,RegSsn
2017,4,24,Jackson,Eagles,4,3,4,RegSsn
2017,4,24,Jackson,Eagles,5,4,5,RegSsn
2017,4,24,Jackson,Eagles,6,5,6,RegSsn
2017,4,24,Jackson,Eagles,7,6,7,RegSsn
2017,4,24,Jackson,Eagles,8,7,8,RegSsn
2017,4,24,Jackson,Eagles,10,8,9,Bye Week
2017,4,24,Jackson,Eagles,9,8,9,RegSsn
2017,4,24,Jackson,Eagles,11,9,10,RegSsn
2017,4,24,Jackson,Eagles,12,10,11,RegSsn
2017,4,24,Jackson,Eagles,13,10,12,RegSsn
2017,4,24,Jackson,Eagles,14,11,13,RegSsn
2017,4,24,Jackson,Eagles,15,12,14,RegSsn
2017,4,24,Jackson,Eagles,16,13,15,RegSsn
2017,4,24,Jackson,Eagles,17,13,16,RegSsn
2017,4,24,Jackson,Eagles,Division,14,17,Playoffs
2017,4,24,Jackson,Eagles,Conf. Champ.,15,18,Playoffs
2017,4,24,Jackson,Eagles,SuperBowl,16,19,Playoffs
2017,4,25,JP,Rams,1,1,1,RegSsn
2017,4,25,JP,Rams,2,1,2,RegSsn
2017,4,25,JP,Rams,3,2,3,RegSsn
2017,4,25,JP,Rams,4,3,4,RegSsn
2017,4,25,JP,Rams,5,3,5,RegSsn
2017,4,25,JP,Rams,6,4,6,RegSsn
2017,4,25,JP,Rams,7,5,7,RegSsn
2017,4,25,JP,Rams,8,5,7,Bye Week
2017,4,25,JP,Rams,9,6,8,RegSsn
2017,4,25,JP,Rams,10,7,9,RegSsn
2017,4,25,JP,Rams,11,7,10,RegSsn
2017,4,25,JP,Rams,12,8,11,RegSsn
2017,4,25,JP,Rams,13,9,12,RegSsn
2017,4,25,JP,Rams,14,9,13,RegSsn
2017,4,25,JP,Rams,15,10,14,RegSsn
2017,4,25,JP,Rams,16,11,15,RegSsn
2017,4,25,JP,Rams,17,11,16,RegSsn
2017,4,25,JP,Rams,Wild Card,11,17,Playoffs
2017,4,26,Dan,Colts,1,0,1,RegSsn
2017,4,26,Dan,Colts,2,0,2,RegSsn
2017,4,26,Dan,Colts,3,1,3,RegSsn
2017,4,26,Dan,Colts,4,1,4,RegSsn
2017,4,26,Dan,Colts,5,2,5,RegSsn
2017,4,26,Dan,Colts,6,2,6,RegSsn
2017,4,26,Dan,Colts,7,2,7,RegSsn
2017,4,26,Dan,Colts,8,2,8,RegSsn
2017,4,26,Dan,Colts,9,3,9,RegSsn
2017,4,26,Dan,Colts,10,3,10,RegSsn
2017,4,26,Dan,Colts,11,3,10,Bye Week
2017,4,26,Dan,Colts,12,3,11,RegSsn
2017,4,26,Dan,Colts,13,3,12,RegSsn
2017,4,26,Dan,Colts,14,3,13,RegSsn
2017,4,26,Dan,Colts,15,3,14,RegSsn
2017,4,26,Dan,Colts,16,3,15,RegSsn
2017,4,26,Dan,Colts,17,4,16,RegSsn
2017,4,27,Mike,49ers,1,0,1,RegSsn
2017,4,27,Mike,49ers,2,0,2,RegSsn
2017,4,27,Mike,49ers,3,0,3,RegSsn
2017,4,27,Mike,49ers,4,0,4,RegSsn
2017,4,27,Mike,49ers,5,0,5,RegSsn
2017,4,27,Mike,49ers,6,0,6,RegSsn
2017,4,27,Mike,49ers,7,0,7,RegSsn
2017,4,27,Mike,49ers,8,0,8,RegSsn
2017,4,27,Mike,49ers,9,0,9,RegSsn
2017,4,27,Mike,49ers,10,1,10,RegSsn
2017,4,27,Mike,49ers,11,1,10,Bye Week
2017,4,27,Mike,49ers,12,1,11,RegSsn
2017,4,27,Mike,49ers,13,2,12,RegSsn
2017,4,27,Mike,49ers,14,3,13,RegSsn
2017,4,27,Mike,49ers,15,4,14,RegSsn
2017,4,27,Mike,49ers,16,5,15,RegSsn
2017,4,27,Mike,49ers,17,6,16,RegSsn
2017,4,28,Alex,Bears,1,0,1,RegSsn
2017,4,28,Alex,Bears,2,0,2,RegSsn
2017,4,28,Alex,Bears,3,1,3,RegSsn
2017,4,28,Alex,Bears,4,1,4,RegSsn
2017,4,28,Alex,Bears,5,1,5,RegSsn
2017,4,28,Alex,Bears,6,2,6,RegSsn
2017,4,28,Alex,Bears,7,3,7,RegSsn
2017,4,28,Alex,Bears,8,3,8,RegSsn
2017,4,28,Alex,Bears,9,3,8,Bye Week
2017,4,28,Alex,Bears,10,3,9,RegSsn
2017,4,28,Alex,Bears,11,3,10,RegSsn
2017,4,28,Alex,Bears,12,3,11,RegSsn
2017,4,28,Alex,Bears,13,3,12,RegSsn
2017,4,28,Alex,Bears,14,4,13,RegSsn
2017,4,28,Alex,Bears,15,4,14,RegSsn
2017,4,28,Alex,Bears,16,5,15,RegSsn
2017,4,28,Alex,Bears,17,5,16,RegSsn
2017,99,29,Leftover,Jaguars,1,1,1,RegSsn
2017,99,29,Leftover,Jaguars,2,1,2,RegSsn
2017,99,29,Leftover,Jaguars,3,2,3,RegSsn
2017,99,29,Leftover,Jaguars,4,2,4,RegSsn
2017,99,29,Leftover,Jaguars,5,3,5,RegSsn
2017,99,29,Leftover,Jaguars,6,3,6,RegSsn
2017,99,29,Leftover,Jaguars,7,4,7,RegSsn
2017,99,29,Leftover,Jaguars,8,4,7,Bye Week
2017,99,29,Leftover,Jaguars,9,5,8,RegSsn
2017,99,29,Leftover,Jaguars,10,6,9,RegSsn
2017,99,29,Leftover,Jaguars,11,7,10,RegSsn
2017,99,29,Leftover,Jaguars,12,7,11,RegSsn
2017,99,29,Leftover,Jaguars,13,8,12,RegSsn
2017,99,29,Leftover,Jaguars,14,9,13,RegSsn
2017,99,29,Leftover,Jaguars,15,10,14,RegSsn
2017,99,29,Leftover,Jaguars,16,10,15,RegSsn
